BlockId,Predicted_Label,Features,TimeInterval,Latency
blk_2949871160991841457,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 4.0]",4
blk_4648059415230822980,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 1.0, 2.0]",3
blk_-4115129545682523532,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 1.0, 0.0, 14.0, 0.0, 0.0, 27.0, 25.0, 10766.0, 0.0, 0.0, 105.0, 31.0, 77.0]",11118
blk_-7186081204608193041,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 29.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5119.0, 3.0, 3.0, 47.0, 0.0, 1.0, 1094.0, 16.0, 1958.0, 0.0, 0.0, 0.0, 82.0, 1.0, 4.0, 32.0]",8389
blk_6068418893828689049,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 1.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10710.0, 0.0, 0.0, 83.0, 82.0, 17.0, 12.0]",10935
blk_-3403820706123169063,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E4', 'E3', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 0.0, 0.0, 39.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7197.0, 227.0, 95.0, 13006.0, 34.0, 8.0, 4069.0, 12.0, 10.0, 4662.0, 35.0, 12.0, 3514.0, 0.0, 0.0, 301.0, 16.0, 639.0, 0.0, 185.0]",34061
blk_7047397809145398327,Fail,"['E5', 'E22', 'E5', 'E5', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E26', 'E26', 'E2']","[0.0, 5.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3302.0]",3309
blk_-3180808912092323557,Fail,"['E5', 'E22']",[0.0],0
blk_2983443260453445860,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E25', 'E18', 'E5', 'E26', 'E6', 'E16', 'E26', 'E21', 'E2', 'E4', 'E4', 'E3', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 30.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 308.0, 1.0, 0.0, 26.0, 0.0, 0.0, 138.0, 31.0, 4958.0, 1979.0, 20.0, 6.0, 6025.0, 23824.0, 0.0, 0.0, 230.0, 14.0, 3.0]",37594
blk_5659869911521029625,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 42.0, 0.0, 0.0, 3.0, 0.0, 11.0, 6.0]",72
blk_8114932933796214678,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 29.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39759.0, 0.0, 0.0, 77.0, 287.0, 30.0, 96.0]",40278
blk_7819129300327159896,Fail,"['E22', 'E5', 'E5', 'E7']","[1.0, 0.0, 3.0]",4
blk_-790585014566292112,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 1.0, 1.0, 56.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 325.0, 0.0, 0.0, 3.0, 13.0, 7.0, 5.0]",411
blk_7186870830028116552,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 1.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 27143.0, 296.0, 109.0, 22694.0, 0.0, 0.0, 38.0, 100.0, 6.0, 10.0]",50444
blk_8324828814657706586,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E2', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3380.0, 18898.0, 0.0, 0.0, 76.0, 169.0, 36.0, 36.0]",22624
blk_1632437465538449019,Fail,"['E5', 'E22']",[0.0],0
blk_-5654756791119135750,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_-4441107133608487188,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 22312.0, 0.0, 0.0, 29.0, 146.0, 46.0]",22570
blk_-7939790194055083812,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 609.0, 1.0, 1.0, 37.0, 0.0, 0.0, 49.0, 22581.0, 0.0, 0.0, 0.0, 122.0, 41.0, 16.0, 192.0]",23949
blk_8526745667393974593,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E11', 'E9', 'E3', 'E4', 'E3', 'E4', 'E3', 'E3', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 1.0, 54.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 12787.0, 93.0, 120.0, 6327.0, 10.0, 13.0, 4066.0, 7.0, 18.0, 7321.0, 0.0, 0.0, 65.0, 140.0, 239.0, 43.0]",31305
blk_-8227557140118379306,Fail,"['E5', 'E22']",[0.0],0
blk_6885029891285370464,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E27', 'E26']","[0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",24
blk_5408288097003943107,Fail,"['E5', 'E22']",[0.0],0
blk_8245038029668802385,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 20895.0, 0.0, 0.0, 314.0, 5.0, 3.0]",21244
blk_2966601188555895583,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 0.0, 0.0, 19.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36027.0, 0.0, 0.0, 296.0, 93.0, 499.0, 0.0, 426.0]",37360
blk_-3993704803200658210,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E27', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[1.0, 1.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1521.0, 0.0, 0.0, 34.0, 23.0, 20.0]",1651
blk_8597009801317551392,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4588.0, 3038.0, 0.0, 0.0, 158.0, 147.0, 4.0, 40.0]",7991
blk_-5486108419034399674,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 0.0, 2.0]",2
blk_7024462080548771425,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 0.0, 3.0]",3
blk_-3148379236702114343,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E4', 'E3', 'E3', 'E25', 'E5', 'E18', 'E16', 'E6', 'E26', 'E26', 'E21', 'E25', 'E5', 'E18', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 27446.0, 33.0, 257.0, 3680.0, 2.0, 0.0, 41.0, 0.0, 0.0, 591.0, 7.0, 3262.0, 3.0, 0.0, 65.0, 0.0, 0.0, 394.0, 7.0, 14591.0, 0.0, 0.0, 99.0, 23.0, 15.0]",50559
blk_8654954716767218568,Fail,"['E22', 'E5', 'E5', 'E7']","[1.0, 0.0, 3.0]",4
blk_1093986994245037161,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E4', 'E3', 'E3', 'E23', 'E23', 'E23', 'E21', 'E28', 'E26', 'E21', 'E21']","[1.0, 1.0, 0.0, 203.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11092.0, 132.0, 4552.0, 3632.0, 1.0, 557.0, 3518.0, 3.0, 568.0, 7011.0, 0.0, 0.0, 287.0, 659.0, 0.0, 259.0, 103.0]",32579
blk_-6612595594541021358,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_8221116406361055276,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22161.0, 0.0, 0.0, 152.0, 68.0, 98.0, 101.0]",22592
blk_5000417413891685942,Fail,"['E5', 'E22']",[0.0],0
blk_1382870217333188733,Fail,"['E5', 'E22']",[0.0],0
blk_8110708863790308621,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E3', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 4.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1619.0, 3119.0, 35.0, 4.0, 27.0, 1.0, 0.0, 6.0, 37.0, 70.0, 1.0, 8.0, 0.0, 0.0, 58.0, 12.0, 42959.0, 0.0, 0.0, 202.0, 177.0, 36.0, 71.0]",48491
blk_8885483585603891742,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[1.0, 0.0, 0.0, 34.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2827.0, 0.0, 0.0, 49.0, 126.0, 2.0, 15.0]",3054
blk_-8906313827510278686,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E4', 'E3', 'E4', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 1.0, 0.0, 169.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4491.0, 7.0, 23.0, 26523.0, 16284.0, 0.0, 0.0, 149.0, 47.0, 717.0, 0.0, 40.0]",48451
blk_-3068437940611808289,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E25', 'E26', 'E26', 'E26', 'E5', 'E18', 'E6', 'E16', 'E26', 'E21', 'E3', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 4.0, 1706.0, 45480.0, 833.0, 0.0, 0.0, 230.0, 77.0, 46.0]",48383
blk_-8280184923563889434,Fail,"['E5', 'E5', 'E5', 'E22', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E26', 'E26', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4266.0, 29928.0, 0.0, 0.0, 52.0, 47.0, 7.0]",34302
blk_8517222510013069799,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[1.0, 0.0, 0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5732.0, 0.0, 0.0, 18.0, 139.0, 11.0, 190.0]",6128
blk_8686401382491198120,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36853.0, 0.0, 0.0, 31.0, 264.0, 104.0, 16.0]",37280
blk_6716074174884629598,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E4', 'E3', 'E4', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 1.0, 0.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5273.0, 6.0, 110.0, 21458.0, 11547.0, 8285.0, 0.0, 0.0, 377.0, 1.0, 531.0, 0.0, 31.0]",47666
blk_8553366700445586620,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E3', 'E2', 'E3', 'E4', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[1.0, 0.0, 0.0, 39.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22997.0, 43.0, 10.0, 2.0, 10028.0, 20.0, 2.0, 13.0, 0.0, 0.0, 593.0, 8.0, 3474.0, 1.0, 3.0, 37.0, 1.0, 0.0, 207.0, 10.0, 10495.0, 106.0, 43.0, 3931.0, 0.0, 0.0, 29.0, 127.0, 3.0, 108.0]",52331
blk_-7782003555687841237,Fail,"['E5', 'E22']",[0.0],0
blk_-8847345504026089180,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 4.0]",4
blk_2584652867004001280,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 734.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 52.0, 1.0, 1.0, 12.0, 1.0, 0.0, 348.0, 5791.0, 0.0, 0.0, 0.0, 151.0, 13.0, 1.0, 18.0]",7124
blk_-2457850663280039213,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E3', 'E3', 'E4', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 20686.0, 155.0, 25.0, 24817.0, 228.0, 13.0, 6853.0, 0.0, 0.0, 131.0, 5.0, 18.0]",52973
blk_-5526447522733267180,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E2', 'E3', 'E4', 'E3', 'E25', 'E5', 'E18', 'E6', 'E16', 'E26', 'E26', 'E21', 'E25', 'E5', 'E18', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 2.0, 3.0, 64.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19831.0, 7270.0, 57.0, 62.0, 4109.0, 3.0, 0.0, 49.0, 0.0, 0.0, 582.0, 3.0, 3266.0, 1.0, 0.0, 60.0, 0.0, 0.0, 401.0, 6.0, 14591.0, 0.0, 0.0, 100.0, 0.0, 26.0]",50487
blk_-699331167298197507,Fail,"['E22', 'E5', 'E5', 'E7']","[1.0, 0.0, 4.0]",5
blk_7590296981711426113,Fail,"['E22', 'E5', 'E5', 'E5', 'E25', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E18', 'E5', 'E5', 'E26', 'E26', 'E6', 'E6', 'E16', 'E21', 'E21', 'E4', 'E2', 'E3', 'E4', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 11.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 23.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 10898.0, 74.0, 5268.0, 3325.0, 651.0, 3473.0, 608.0, 6997.0, 0.0, 0.0, 67.0, 298.0, 58.0]",31782
blk_5644175816077029382,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E3', 'E4', 'E3', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 1.0, 42.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22408.0, 277.0, 4.0, 24625.0, 344.0, 63.0, 4267.0, 0.0, 0.0, 67.0, 64.0, 26.0, 0.0]",52189
blk_-702269656492732525,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E18', 'E25', 'E26', 'E5', 'E6', 'E16', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 20.0, 0.0, 1.0, 6.0, 332.0, 0.0, 0.0, 4.0, 19.0, 4.0]",434
blk_7442579879502732264,Fail,"['E22', 'E5']",[1.0],1
blk_8561799060784978336,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[1.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39740.0, 0.0, 0.0, 158.0, 274.0, 8.0, 47.0]",40251
blk_-2017400242381482916,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E5', 'E18', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E20', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 40.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1294.0, 2.0, 0.0, 28.0, 0.0, 1.0, 238.0, 3.0, 2722.0, 0.0, 0.0, 0.0, 131.0, 3.0, 20.0, 754.0]",5238
blk_7077190891094526917,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 1.0, 0.0, 48.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0, 3325.0, 0.0, 0.0, 83.0, 80.0, 12.0, 21.0]",3634
blk_2612558303923796328,Fail,"['E22', 'E5']",[1.0],1
blk_-385937896569494609,Fail,"['E5', 'E22']",[0.0],0
blk_7970159892880746343,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 1.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 943.0, 0.0, 0.0, 7.0, 141.0, 41.0, 131.0]",1297
blk_-4012885279836622168,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E3', 'E4', 'E3', 'E3', 'E3', 'E4', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 1.0, 0.0, 59.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12775.0, 146.0, 44.0, 6762.0, 17.0, 19.0, 4057.0, 15.0, 24.0, 7366.0, 0.0, 0.0, 238.0, 40.0, 664.0, 0.0, 172.0]",32399
blk_-7980457571117233680,Fail,"['E5', 'E22']",[0.0],0
blk_7309758335789097541,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 0.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1183.0, 0.0, 0.0, 55.0, 109.0, 52.0, 31.0]",1468
blk_-8217190545570443262,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E20', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 49.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5089.0, 3.0, 0.0, 65.0, 0.0, 0.0, 1080.0, 5.0, 1968.0, 0.0, 0.0, 0.0, 43.0, 28.0, 6.0, 6.0]",8342
blk_2002803993456999401,Fail,"['E5', 'E22', 'E5', 'E7']","[0.0, 1.0, 4.0]",5
blk_8838837797955603502,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E3', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3104.0, 987.0, 72.0, 17.0, 0.0, 1.0, 8.0, 0.0, 2.0, 1.0, 7.0, 3.0, 2.0, 1.0, 6.0, 4.0, 11559.0, 8042.0, 25615.0, 0.0, 0.0, 185.0, 223.0, 7.0, 59.0]",49941
blk_-6441742117709794738,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 0.0, 3.0]",3
blk_-6355562147651795386,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E4', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 0.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4687.0, 70.0, 31.0, 42908.0, 0.0, 0.0, 141.0, 160.0, 613.0, 0.0, 117.0]",48755
blk_7235938446696055800,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E18', 'E25', 'E5', 'E26', 'E6', 'E16', 'E26', 'E21', 'E2', 'E4', 'E3', 'E4', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 1.0, 36.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 81.0, 232.0, 0.0, 0.0, 18.0, 0.0, 0.0, 113.0, 24.0, 6754.0, 873.0, 11.0, 4.0, 230.0, 29039.0, 0.0, 0.0, 223.0, 51.0, 50.0]",37742
